author,published_at,updated_at,like_count,text,sentiment
@goldenappleworm7121,2022-02-13T01:10:57Z,2022-02-13T01:10:57Z,0,guyys how does antony know about mbv,5
@KevinKaffy,2022-02-10T13:48:02Z,2022-02-10T13:48:02Z,1,Quite simply one of the best albums ever,5
@buzzbabyjesus,2022-02-04T22:41:48Z,2022-02-04T22:41:48Z,0,"I admire much about the album, but I don&#39;t think it&#39;s much fun.",4
@azimazibuko6082,2022-02-04T08:35:54Z,2022-02-04T08:35:54Z,2,loveless is the only album to master controlled chaos. the level of skill it took to manipulate sounds just blows my mind every single listen. i hate that at some point i will become tired of it. why can&#39;t good things last💔💔,1
@joeporter4920,2022-01-19T13:22:59Z,2022-01-19T13:22:59Z,0,wth is 9mm?,1
@jeremydodds,2022-01-16T08:53:28Z,2022-01-16T08:53:28Z,0,I always preferred early RIDE. But do love this record,5
@dabobfotoday5397,2022-01-15T03:00:35Z,2022-01-15T03:00:35Z,0,Close my eye feel me now I don’t know how you could not love me now,1
@himmyyyyy,2022-01-05T02:48:00Z,2022-01-05T02:48:00Z,5,greatest album of all time,5
@gageminnows441,2021-12-30T06:02:58Z,2021-12-30T06:02:58Z,0,Any thoughts on Ride&#39;s Going Blank Again??,1
@gussysussy47,2021-12-18T03:53:15Z,2021-12-18T03:53:15Z,6,"i first heard this album a few months ago, and for some reason i was expecting Bullet For My Valentine, which was not what i got. i absolutely despised this record, mainly from that expectation. im trying this one again, and its actually quite nice",2
@gardomedia,2021-12-13T13:53:05Z,2021-12-13T13:53:05Z,1,If u go into this blind u surely will be shocked but in a extemely great  way,5
@gardomedia,2021-12-13T13:44:37Z,2021-12-13T13:44:37Z,0,"Bro this is like kid a, the album cover completely encapsulates the feel of the music",5
@mrbox4814,2021-11-26T16:12:54Z,2021-11-26T16:12:54Z,1,celebrated noise,5
@powmoo,2021-11-23T00:23:06Z,2021-11-23T00:23:06Z,9,It’s a heavy 11 light 12. Nobody had or has done it like MBV on Loveless. It’s perfect.,5
@namanburokki85,2021-11-20T09:29:02Z,2021-11-20T09:29:02Z,1,NANTHONY BANTANO HERE!!!!!!!!,1
@deathkampdrone,2021-11-18T21:09:42Z,2021-11-18T21:09:42Z,1,This is the album we must turn to when it’s time to communicate with aliens. Otherworldly beautiful soundscapes. 11/10.,5
@Digitalknifeparty,2021-11-11T23:36:46Z,2021-11-11T23:36:46Z,5,"When I first listened to this album, I was underwhelmed. On my second listen, it “clicked.” I immediately went to Best Buy and bought it on CD.",1
@kobepi236,2021-11-04T10:10:58Z,2021-11-04T10:10:58Z,0,30 years old!,5
@donosvan3623,2021-10-24T15:18:51Z,2021-10-24T15:18:51Z,1,admit it anthony. wlr is growing on you,5
@0przem,2021-10-09T09:24:55Z,2021-10-09T09:24:55Z,0,Wooo go ireland!!,1
@Nadeshiko817,2021-09-29T01:50:28Z,2021-09-29T01:50:28Z,3,my bloody valentine* 🙄✋,5
@BigBoyz33,2021-09-24T17:43:53Z,2021-09-24T17:43:53Z,0,For sure a album you would listen to when you are alone. Cant share this with anybody,5
@GoDzAppReNTiiCe,2021-09-24T12:44:59Z,2021-09-24T12:44:59Z,0,Favorite album of all time,5
@kidrenegade8525,2021-09-18T19:04:50Z,2021-09-18T19:04:50Z,2,I can barely hear what is being said on the album,2
@joselaygo6261,2021-09-12T11:02:57Z,2021-09-12T11:02:57Z,4,damn why he leave off his thoughts on &quot;come in alone&quot; :(,1
@allenx.4976,2021-09-01T22:36:31Z,2021-09-01T22:36:31Z,25,I just feel grateful for Sofia Coppola to introduce Shoegaze to me in Lost in Translation. &quot;Loveless&quot; is noisy and vulnerable and a perfect album to listen alone in a room with headphones on at 3 am in the morning.,5
@fred7861,2021-08-27T01:19:25Z,2021-08-27T01:19:25Z,0,and it all started here...,5
@dalfin9286,2021-08-22T10:34:48Z,2021-08-22T10:41:05Z,1,This album transcends time. It&#39;s my favourite album for a reason,5
@phrog4699,2021-08-21T23:41:09Z,2021-08-21T23:41:09Z,0,I don&#39;t wanna watch the video did he like it?,1
@simone7718,2021-08-21T02:12:48Z,2021-08-21T02:12:48Z,3,Wow u used to have hair,5
@salty898,2021-08-16T07:21:18Z,2021-08-16T07:21:18Z,0,That thumbnail is too sensual,2
@jmckenzie962,2021-08-13T08:06:46Z,2021-08-13T08:06:46Z,86,&#39;What You Want&#39; is extremely underrated imo; it&#39;s probably the happiest song on the album and just personally reminds me of those euphoric summer days in New Zealand as a kid. It might be one of my favourite songs of all time.,5
@jmckenzie962,2021-08-13T08:01:23Z,2021-08-13T08:01:23Z,0,"You don&#39;t find this album, this album finds you",5
@Andrei4224,2021-08-12T02:13:50Z,2021-08-12T02:13:50Z,1,"People who dislike this album, what are you listening to? I don&#39;t get how can you like music and dislike this album?",1
@towipo,2021-08-10T16:40:18Z,2021-08-10T16:40:18Z,2,"YouTube LOVES this guy. No matter how many times I tell YouTube I have absolutely no interest in watching some random turdburglar review old music, they still insist on recommending this clown and his dumb videos. Go away dude!",1
@o-o857,2021-07-17T23:31:14Z,2021-07-17T23:31:14Z,0,bro this album just ain&#39;t it..,1
@adhyadhyaksa,2021-07-13T06:42:03Z,2021-07-13T06:46:54Z,0,"I&#39;ve listened to the album about 10+ times now just trying to &quot;get it&quot; but it never clicked with me i&#39;ve always think most of the mixes in this album feel just off with the vocals in songs like only shallow having an awkward placement and generally just feel off also the riffs on that song is particular is just a bit too long and repetitive for my liking although there are some really good songs where the idea and execution of being a shoegaze album is done flawlessly here but most of the time the album just feels kind of annoying and boring in terms of the instrumentations or how the vocals just doesnt really add much substance or even just straight up comes off annoying. For me its like a 6/10.<br>Fav tracks: when you sleep, come in alone, blown a wish<br>Least fav tracks: only shallow, soon",2
@cumputerboys8880,2021-06-30T17:19:22Z,2021-06-30T17:19:22Z,0,to recapitulate it&#39;s vacuum music but good regardless :DD,3
@gc0837,2021-06-29T21:31:17Z,2021-06-29T21:31:17Z,0,Only shallow is the only song that i could get yet,2
@JM-co6rf,2021-05-29T18:12:11Z,2021-06-12T21:40:49Z,2,i hate to admit that I don&#39;t get the love for that album,1
@finnsaucellasdnaem8257,2021-05-29T11:09:01Z,2021-05-29T11:09:01Z,0,no,1
@DerkuiDerkui,2021-05-10T06:38:24Z,2021-05-10T06:38:24Z,3,"If you want to break in your new headphones, listen to this album on repeat.",5
@superorangeish,2021-05-06T01:54:12Z,2021-05-06T01:54:28Z,1,This record balances the line between the worst thing you&#39;ve ever heard and the best sound ever recorded.,5
@soulmuncher3000,2021-04-28T20:32:01Z,2021-04-28T20:32:01Z,0,££3333AGHGHTHANIT FANTOANA I L9VD YOU SO MDUFKCKM MFY CK OMG !!!!!!1111!!!!1!111!1111!!1&lt;333£££<br>...<br>.<br>.,1
