author,published_at,updated_at,like_count,text,sentiment
@noosurprises,2024-01-27T07:52:03Z,2024-01-27T07:52:03Z,1,Perfecto being the least favorite track is insanity,5
@thomasbilello4028,2024-01-08T17:31:58Z,2024-01-08T17:31:58Z,1,"Everyone talking about how it’s a good redux review. He gave it a 8 it should be infinity out of 10, greatest album of all time",4
@LoseCTRL61,2023-12-19T18:13:18Z,2023-12-19T18:13:18Z,0,"massive W, Mr. Melon. I strongly disagreed with your initial review",1
@tristanmineault7204,2023-12-13T01:25:40Z,2023-12-13T01:25:40Z,3,Just a tad late buckaroo,3
@siorghlas4616,2023-11-16T03:00:17Z,2023-11-16T03:00:17Z,0,This album will always have a special place in my heart,5
@Vernoypottery,2023-11-05T05:16:30Z,2023-11-05T05:16:30Z,0,"I’ve been waiting for this for 5 years. I was an avid watcher of fantano back then and swimming was the only review where I felt he was genuinely talking out of his ass in some of his commentary. There was a lack of genuine criticism mostly just personal anecdotes and insults. Seriously go back and watch, one of his worst reviews. Whereas previously when he negatively reviewed an album that I liked I could see where he was coming from and he made good points. I think the maturity and contrast on this redux shows the beauty, eeriness, sadness, and importance of swimming. It’s an album that seriously keeps getting better with time. And not just because of Macs passing. It was one of those weird albums that you just don’t understand upon first listen. It’s definitely in my top 5 for that year though. Listening to it after his death felt like he was talking to us from beyond the grave. He communicated his headspace so well. It felt like such a down to earth performance. It felt like he was pouring his heart out while simultaneously spitting some of the most cold shit I’ve ever heard but all while sounding super relaxed like he was recording while laying back in a recliner. There’s just nothing else like that album. For me this album is a 9 but bumping it up to an 8 after giving it a 3 just makes me so happy. This is the review Mac deserved.",1
@firepingu150xd7,2023-10-30T16:10:16Z,2023-10-30T16:10:16Z,12,"Unpopular opinion prolly but I think this entire thing&#39;s pretty fuckin weird... I mean it basically took bro death for you to appreciate this album, its contexts and themes, and really care bc you did a whole 180. cuz a 3 to an 8 is pretty wild. yeah I might just be being a bitch but ion really care. at least you&#39;re able to see its greatness now",3
@patrickhofstrand9870,2023-10-26T23:37:28Z,2023-10-26T23:37:28Z,0,"now redo divine feminine, you&#39;re biggest gripe about it was that it fell short because of the &quot;neo jazz rap&quot; trend at the time, but i find that unfair as a basis, and as that he legit just wanted to make a album exploring love.",3
@Sky_Blaze,2023-10-18T03:16:54Z,2023-10-18T03:16:54Z,0,2009 wasn&#39;t even in your Favorite tracks...god you still dont get it.,1
@jakekozik3410,2023-10-12T00:15:08Z,2023-10-12T00:15:08Z,1,"I don’t understand how, if this man claims to be so musically intelligent, how a rating can alter that much from initial listen. How much of the change of opinion was accredited to the Mac Miller fan base engagement on the previous video??",2
@bobcoolguy4,2023-10-10T21:06:00Z,2023-10-10T21:06:00Z,0,My fav album,5
@npg7198,2023-10-03T06:13:15Z,2023-10-03T06:13:15Z,0,Finally.,5
@Rossboe1,2023-09-27T06:34:09Z,2023-09-27T06:34:09Z,1,"Did he mention Dunno? This is probably my favorite song on the album, although I although I listen to the whole thing from start to finnish.",4
@cozmokramer_,2023-09-27T01:39:53Z,2023-09-27T01:39:53Z,0,How the hell is he not even going to mention Come Back To Earth?,1
@jacob_,2023-09-19T09:40:07Z,2023-09-19T09:40:07Z,0,Yes,5
@IgnacioRoca,2023-09-15T07:54:54Z,2023-09-15T07:54:54Z,5,"It&#39;s shocking and almost comical to watch who is probably the most relevant music reviewer in the online space to be this spineless and backpedalling.<br><br>You didn&#39;t like the album, gave it a way below mediocre rating, the artist died, now it gets an excellent rating.<br><br>Whatever you or I think of the album or Mac doesn&#39;t matter, this shit is disgusting. Needless to say if he hadn&#39;t died this video would not have happened.",1
@brandonquarles973,2023-09-14T04:23:07Z,2023-09-14T04:23:07Z,4,Fuck this guy. Trying to fool loyal Mac Miller fans into watching his fake positive review now that it’s popular to like Mac. So convenient that he has had such a change of heart since the album first released.,5
@HaikesXO,2023-09-12T01:59:57Z,2023-09-12T01:59:57Z,1,"Just like a circle, I go back where I’m from ….",1
@thegobber8603,2023-09-09T17:53:14Z,2023-09-09T17:53:13Z,1,"I feel like it’s not fair to review an album in a week, it’s just impossible to truly digest.  Honestly all reviewers (in all areas of art) should take a longer time to review, because they’re reviews are rushed just for the algorithm.<br><br>Months to years are put into art like this and you just know how good it is in a week somehow… ok",2
@napezischulte44,2023-08-30T23:48:12Z,2023-08-30T23:48:12Z,1,"So I think you should shut your mouth because you obviously know nothing when it comes to meaning of lyrics, or POV. Ik you’re trying to fit a personality but you aren’t what your ego says.",2
@pyosergi,2023-08-17T02:12:36Z,2023-08-17T02:12:36Z,6,"People are fucking crazy. It&#39;s an opinion, not an attempt at an objective statement. People treat Anthony like he&#39;s some objective marker, whether they like him or not.",1
@christhomas6940,2023-08-15T20:01:24Z,2023-08-15T20:01:24Z,0,"Anthony, you can’t just improve your review by THIS much by reassuring us that “the feet grew  on me”. Enough is enough.",3
@user-xj3bz8wr6e,2023-08-07T16:05:08Z,2023-08-07T16:05:08Z,3,Now do Red Light Redux and give it at least a 7,3
@uncledoom420,2023-08-04T04:52:06Z,2023-08-04T04:52:06Z,0,Thoughts on the sonf &quot;Wings&quot;?,3
@scrim8,2023-08-03T23:45:09Z,2023-08-03T23:45:09Z,1,"back peddling, the movie.",5
@KubrickMaxi,2023-07-31T08:21:40Z,2023-07-31T08:26:49Z,5,"You know what? Credit to Melon for going back and fixing his review, but honestly, this is why critics like Fantano will always be mediocre and full of nonsense to me. It&#39;s a total lack of integrity when someone goes back on what they said previously about an album and changes their opinion due to its creator&#39;s passing. Contextualizing Mac&#39;s struggles with depression shouldn&#39;t change an album review score. The album was great then, and it&#39;s great now. This is something you see time and again with films too — where people initially give an incredibly negative review of a film like Kubrick&#39;s Clockwork Orange or Full Metal Jacket, and then change their tune because it has become more popular or is better appreciated over time. It&#39;s lazy criticism and speaks to the lack of honesty among some critics. It should be remembered that art shouldn&#39;t be judged differently due to passing life events, but rather on its own merits. Again, appreciate that he went back and changed the score, but don&#39;t be lazy. Be honest.",1
@Ann-ug4bn,2023-07-30T06:53:14Z,2023-07-30T06:53:14Z,0,Please do a redux review of Divine Feminine. It deserves better than that 4.,4
@cclark6339,2023-07-30T03:23:22Z,2023-07-30T03:23:22Z,0,Mac will always be the greatest <br>multi-talented instrumentalist/rapper/musician of our generation. thEEEEEEE GOAT.<br>      John Mayer also on the guitar for Small Worlds….✌️<br> Mayer also covered Small Worlds Live in concert…dedicated to Mac. <br>He showed up at Mac’s crib to just listen to music. Didn’t even bring a guirtar.. heard small worlds and use one of Mac’s guitars to make the riffs for the final product. Legendary.,5
@atlassolid5946,2023-07-28T14:59:28Z,2023-07-28T14:59:28Z,3,"the newest comments here cement to me the fact that people are no longer used to other people changing their opinions now and then. thats apparently become such a foreign concept, which is so weird to think about honestly",1
@simgie3481,2023-07-28T05:29:41Z,2023-07-28T05:29:41Z,1,Idk 2009 was my favourite track,5
@GeoPol01,2023-07-20T20:05:16Z,2023-07-20T20:05:16Z,5,"This really made me loose respect for Melon, to me keeping your opinions even if unpopular should be the ultimate job of a critic, to go from a 3 to an 8 just seems like you went “of shit my fan base loves him and he died so I need to pander to them”",5
@JacksonThornhill,2023-07-20T10:47:41Z,2023-07-20T10:47:41Z,2,"I feel like this review isn’t genuine,not to the fault of your own Anthony.",2
@PERKIODURKIO,2023-07-13T01:58:57Z,2023-07-13T01:58:57Z,5,Fake,1
@DylanLagqoboka,2023-07-06T12:18:35Z,2023-07-06T12:18:35Z,0,I personally feel like 2009 is an underated track in the album.,3
@carljuztine3328,2023-07-01T17:22:52Z,2023-07-01T17:22:52Z,0,wow i just saw this,5
@josefk.122,2023-07-01T04:34:34Z,2023-07-01T04:34:34Z,0,Re-review of Jawbreaker’s ‘Dear You”. I’d love to hear it. That album went from straight up trashed to highly revered,5
@Sognafar,2023-06-30T16:20:07Z,2023-06-30T16:20:07Z,0,So glad i saw that &quot;whats my worst take&quot; i dont hate you anymore(yes I do) xoxo,1
@HonkeyKong54,2023-06-28T11:11:38Z,2023-06-28T11:11:38Z,2,Anthony fraudtano is a sentient Che Guevara t-shirt,1
@lucianoromero1853,2023-06-23T05:20:10Z,2023-06-23T05:20:10Z,2,"Im still dont buying this shit, an apologize would be better",1
@dooderman8361,2023-06-23T04:08:42Z,2023-06-23T04:08:42Z,0,"I can’t believe that it was originally rated so low, context or not, going into it deeply or not, it’s such a pleasantly sounding album, even at a surface level.",5
@zcskizombiesr.5509,2023-06-22T17:36:05Z,2023-06-22T17:36:05Z,0,ALBUM IS A TEN,5
@pan7374,2023-06-22T06:50:46Z,2023-06-22T06:50:46Z,0,Time for a Circles redux from a strong 8 to a strong ♾️,5
@richywifi,2023-06-20T23:58:20Z,2023-06-20T23:58:20Z,0,Yup this is on point album was great,5
@Olie.Mon06,2023-06-19T21:02:21Z,2023-06-19T21:02:21Z,0,Melon Culpa.,1
@Fernando_616,2023-06-16T00:36:22Z,2023-06-16T00:36:22Z,1,I knew you were gonna pull this bs the moment I saw you bawling at Good News. Took ya long enough phony,2
@Luke-kx5mf,2023-06-13T15:13:28Z,2023-06-13T15:13:28Z,0,The song 2009 blew my mind,1
@justcharles5609,2023-06-08T16:25:09Z,2023-06-08T16:25:09Z,7,"Funny how he couldn’t stand how “boring” this album and the divine feminine were, and now he’s completely changed his tune after Mac’s passing",2
@zejrlima_,2023-06-06T16:02:14Z,2023-06-06T16:02:14Z,1,Best redux you’ve ever made,5
@adrianofficialmusick,2023-06-06T00:44:20Z,2023-06-06T00:44:20Z,0,Honestly i knew he was gonna like it,3
@kmiller2087,2023-06-03T07:06:01Z,2023-06-03T07:06:01Z,1,wearing your dancing shoes for that walk back? i appreciate the acknowledgement but the damage was done.,3
@richardlevin4488,2023-06-02T06:50:43Z,2023-06-02T06:51:34Z,4,"So this guy just redoes his reviews when the popular consensus ends up disagreeing with him? If Mac was still alive this video would not exist, this man is a cancer on music discourse.",1
@iamcemani,2023-06-02T04:52:05Z,2023-06-02T04:52:05Z,0,If you ever did drugs and your ever made music… this is a fucking 20… get your little 8 out of here,1
@jakelingard649,2023-06-01T01:48:50Z,2023-06-01T01:51:20Z,0,"This dropped right when astroworld did, and because I was such a Travis fanboy at the time and wasn’t at all familiar with Mac’s music, I admittedly didn’t even give this album the time of day when it released. I’m kind of embarrassed to admit that I only gave it a listen after he died, but when I finally did, it was love at first listen. I had a horrible episode of depression in 2019 as a senior in high school, and music was one of the only things that brought me any sort of joy in my life. This album was a large part of that joy. I related to its themes and emotional content deeply. Smoking boof dab cart and driving around listening to ladders is one of my favorite memories of that time. I just wish I had been musically open minded enough to be a fan while he was still alive, because he was so awesome. At least he left us with this beautiful work of art.",2
@jakelingard649,2023-06-01T01:42:35Z,2023-06-01T01:42:35Z,0,This made me feel good inside. Blocked and reported.,1
@nothinginhiding,2023-06-01T00:21:35Z,2023-06-01T00:21:35Z,5,This isn’t cool you can keep this shit. If Mac was still alive this album would’ve never got a redux review,1
@annagardiner8351,2023-05-28T18:25:22Z,2023-05-28T18:25:22Z,0,THANK GOD,5
@ominousintrusivethoughts3947,2023-05-26T20:19:48Z,2023-05-26T20:19:48Z,4,"While mac&#39;s death do bring new perspectives to the album, this review didn&#39;t seem catered to that, it felt like a genuine growth and view on old things",3
@mathieumarlaire,2023-05-26T08:09:50Z,2023-05-26T08:09:50Z,0,"His lowkey, raspy and quiet vocals are part of what make the album what it is.",4
@sundrop5797,2023-05-26T08:08:54Z,2023-05-26T08:08:54Z,0,Godbless u I actually like u now,5
@TheRealHerbaSchmurba,2023-05-23T14:11:34Z,2023-05-23T14:11:34Z,2,A 3 to an 8 makes me question your integrity on the original review. Thats such a drastic opinion shift.,3
@cormacflynn7168,2023-05-22T16:03:07Z,2023-05-22T16:03:07Z,0,Do a rereview of 2014 by cole,4
@lategod,2023-05-21T12:17:57Z,2023-05-21T12:17:57Z,2,so it sucked when he was alive???,2
@andregibran9317,2023-05-20T02:54:41Z,2023-05-20T02:54:41Z,0,"This is dope.  I&#39;m glad you got to have a better experience with this album. I think its one of his best albums, up there with Faces and Watching Movies With The Sound Off. His NPR performance is so good. The way he performs 2009 and what&#39;s the use sounds way better live than the album version",5
@hamdouche8928,2023-05-16T15:11:30Z,2023-05-16T15:11:30Z,0,It sounds like he needed to die for you to understand,3
@_ndreis,2023-05-12T23:23:41Z,2023-05-12T23:23:41Z,0,That’s more like it,3
@robertdunham2372,2023-05-12T21:44:57Z,2023-05-12T21:44:57Z,0,His next redux review… he gives chances the big day a 10/10 😂,5
@ababab589,2023-05-12T16:30:39Z,2023-05-12T16:30:39Z,1,Yeah I feel like this was just to keep face based on the first review,5
@blaisewood150,2023-05-12T05:31:46Z,2023-05-12T05:31:46Z,0,That’s crazy how much  he likes it now,5
@iceman-vs5yi,2023-05-12T00:28:08Z,2023-05-12T00:28:08Z,0,"cant believe I haven&#39;t seen this yet lol I remember being unreasonably offended at the go negative review, it blew my mind,  this is nice to see. RIP Mac",1
@Link-ji7kx,2023-05-01T15:02:10Z,2023-06-01T20:21:01Z,5,For Anthony to go from a 3 to this score - goes to show you should never take Melon’s reviews too hard if you’re a fan or artist 👍🏻,3
@sloppymelon445,2023-04-19T15:19:32Z,2023-04-19T15:19:32Z,1,"bro acting like he ain’t give it a 3 the first time around, fuck outa here",1
@yeetlord-to9jr,2023-04-10T05:00:09Z,2023-04-10T05:00:09Z,1,about goddamn time melonhead,1
@dominicparker-tc7sb,2023-04-09T12:17:24Z,2023-04-09T12:18:18Z,0,"This review has killed your credibility, it&#39;s just bad practice as a critic. You have clearly shown bias because an artist has died. It&#39;s the most pathetic attempt at careerism I&#39;ve ever seen.",1
@Iegoshi,2023-04-09T01:13:53Z,2023-04-09T01:13:53Z,0,giving it a 3 at first and then after years an 8 makes me question if there really is any rating method,3
@Sebshuerta,2023-03-31T14:29:31Z,2023-03-31T14:30:56Z,0,Take this L brah. Mac&#39;s album was always great regardless of your dumbass opinion 😂,5
@maztergamer1016,2023-03-29T18:37:37Z,2023-08-08T17:44:04Z,2,"House of Balloons should get a Redux Review imo. Even if your opinon hasn&#39;t changed, I&#39;d be interested to see how you view it in light of how huge and influential he has become.",3
@ghostdog5,2023-03-24T16:15:30Z,2023-03-24T16:15:30Z,2,FACES also need a redux review.,3
@adrivarix9208,2023-03-24T14:26:30Z,2023-03-24T14:26:30Z,0,Circles Redux soon?,3
@psychokitty444,2023-03-23T22:31:20Z,2023-03-23T22:31:20Z,3,Forget about MBDTF. This is the good ending right here.,5
@sammybouy1822,2023-03-23T13:53:11Z,2023-03-23T13:53:24Z,0,Ok now do The Divine Feminine,3
@harrytheman1000,2023-03-22T08:25:37Z,2023-03-22T08:25:37Z,1,Yah the original review for this was so far off. Hard 8/10,2
@liamw3689,2023-03-21T14:45:31Z,2023-03-21T14:45:31Z,1,how on earth did u rate it so low the first time?,1
