author,published_at,updated_at,like_count,text,sentiment
@KoenRH2803,2023-11-08T15:38:45Z,2023-11-08T15:38:45Z,23,Genuinely wondering what made this album not a 10 for melon. The creativity and beats are just electrifying and near perfect imo,2
@coldnoodllss,2023-10-31T18:56:53Z,2023-10-31T18:56:53Z,2,its like more progressive xiu xiu and less aggressive death grips. perfect way to describe it,5
@YasinYimam-gu6wm,2023-10-29T22:45:33Z,2023-10-29T22:45:33Z,1,this aulbm is over reted travis scott utopia so much better,1
@alirezajamshidian7313,2023-10-27T20:59:12Z,2023-10-27T20:59:12Z,0,This album seriously sounds like Brockhampton but it gives you headache when the track is over,2
@mafroodyahia,2023-10-25T15:03:48Z,2023-10-25T15:03:48Z,3,the greatest produced album this decade so far. also its album of the year,5
@GMBREACTS,2023-10-25T10:53:45Z,2023-10-25T10:53:45Z,1,Bro that’s a big W he gave them light 9 without hesitation. That means it could really lead to a strong 10 easily. 🤯,3
@JoeLaFon3,2023-10-23T00:25:35Z,2023-10-23T00:25:35Z,0,It&#39;s not &quot;Triple X&quot; it&#39;s &quot;30&quot;,1
@Buck_Bentley,2023-10-19T03:50:49Z,2023-10-19T03:50:49Z,3,This album scared me,5
@ThatOneAmpharos,2023-10-18T15:49:57Z,2023-10-18T15:49:57Z,1,"Shut Yo B,tch Ass Up / Muddy Waters is my fav on this album right now",5
@Tyldenfilm,2023-10-18T11:27:08Z,2023-10-18T11:27:08Z,2,"For me, this is the album of the year.",5
@jonnybachmann7804,2023-10-07T00:19:38Z,2023-10-07T00:19:38Z,2,"PARTY’S OVER, GRANDPA",1
@wonderwailer7255,2023-10-04T20:18:53Z,2023-10-04T20:18:53Z,3,This is JPEGMAFIA’s Watch The Throne.,5
@ThomAvella,2023-10-02T17:04:25Z,2023-10-02T17:04:25Z,1,orange juice jones is fucking beautiful. danny owns that track and the sample chops are gorgeous,5
@PERKIODURKIO,2023-09-29T13:28:11Z,2023-09-29T13:28:11Z,2,Garbage,1
@johnhaney4475,2023-09-21T22:56:13Z,2023-09-21T22:56:13Z,1,Gotta come back for the extras! Hermanos and NO! Are bangers,1
@koisamis8597,2023-09-15T03:03:56Z,2023-09-15T03:03:56Z,0,dwadwadsafs YEAAHHHH GOOD A;NHGFNR,4
@wxste5,2023-09-14T14:00:28Z,2023-09-14T14:00:28Z,5,am i the only one who doesn&#39;t like this album? 💀,1
@biggiescoops046,2023-09-10T16:59:22Z,2023-11-25T22:43:15Z,4,Top 1 this year for sure,5
@mowenman,2023-09-09T11:49:24Z,2023-09-09T11:49:24Z,3,how is orange juice jones not in fav tracks its so catchy,2
@sqntiago22,2023-09-08T06:20:56Z,2023-09-08T06:20:56Z,0,"Uno de los mejores álbumes que eh escuhado en mi vida entera, gracias.",5
@186nat,2023-09-02T17:44:46Z,2023-09-02T17:45:02Z,0,We need a young nudy gumbo review STAT,5
@pal-of-pals,2023-08-27T17:03:39Z,2023-08-27T17:03:38Z,16,The fact that they made Nintendo Famicom and lamb dish commercials work with the flow of GARBAGE PALE KIDS is incredible to me,5
@wickedhyperstyler,2023-08-25T16:36:01Z,2023-08-25T16:36:01Z,25,"<a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=305"">5:05</a> - Lean Beef Patty<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=203"">3:23</a> - Steppa Pig<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=144"">2:24</a> - Scaring the Hoes<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=258"">4:18</a> - Garbage Pale Kids<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=297"">4:57</a> - Fentanyl Tester<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=323"">5:23</a> - Burfict!<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=318"">5:18</a> - Shut Yo Bitch Ass Up / Muddy Waters<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=339"">5:39</a> - Orange Juice Jones<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=349"">5:49</a> - Kingdom Hearts Key<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=377"">6:17</a> - God Loves You<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=339"">5:39</a> - Run the Jewels<br> - Jack Harlow Combo Meal<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=390"">6:30</a> - HOE (Heaven on Earth)<br><a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=414"">6:54</a> - Where Ya Get Ya Coke From?",1
@kathykinney9456,2023-08-24T04:09:00Z,2023-08-24T04:09:00Z,0,Take eelayt to 90 150 nrqwad. Ams move 40503 to marknet dot yo milfahlifaloaf bread squares,1
@lollojojjo6612,2023-08-23T16:34:54Z,2023-08-23T16:34:54Z,4,If this album was called scaring the fantanhoes it would&#39;ve been a 10/10,3
@zacharyblixt6205,2023-08-23T04:37:33Z,2023-08-23T04:37:33Z,1,I like this album :),5
@_demitri,2023-08-22T12:46:08Z,2023-08-22T12:46:08Z,1,"<a href=""https://www.youtube.com/watch?v=bh3b0684RuU&amp;t=398"">6:38</a> <br>weird ADR tbh",1
@josephclayson2714,2023-08-18T06:08:09Z,2023-08-18T06:08:09Z,1,"It is me, I am hoes. This album was not for me lol",1
@xodoms,2023-08-16T16:38:06Z,2023-08-16T16:38:06Z,3,It’s still album of the year,5
@michaelemonds,2023-08-13T13:06:53Z,2023-08-13T13:06:53Z,2,Album of the year so far IMO.,5
@NealChauhan,2023-08-11T17:59:58Z,2023-08-11T17:59:58Z,0,Ty for putting me onto this Fantano,5
@kirillkarpenko7480,2023-08-09T23:33:37Z,2023-08-09T23:33:37Z,0,"to be honest a lil dissapointed that you rated &quot;Run the Jewels&quot; track so low - it&#39;s short of course, but production seems almost perfect for me",3
@Jackmonster3231,2023-08-09T17:39:44Z,2023-08-09T17:39:44Z,0,"I loved this album when I first heard it and the more I listen to it the more I hate JPEG&#39;s production. Also, I&#39;m seeing them perform tonight.",5
@apurvaisnotcool,2023-08-08T19:47:53Z,2023-08-08T19:47:53Z,1,I still dont believe he is sitting.,2
@RigoVids,2023-08-06T22:35:55Z,2023-08-06T22:35:55Z,1,Download the DLC pls man I beg,5
@NotXsoXoptic,2023-07-30T14:26:36Z,2023-07-30T14:26:36Z,0,LUMPY STINKY,3
@letsgonowxd,2023-07-22T09:32:47Z,2023-07-22T09:32:47Z,6,Overrated,1
@101veemon,2023-07-21T17:51:43Z,2023-07-21T17:51:43Z,1,My kids still ask me to play this for em when we go on trips ❤️ utter classic,5
@ernie312,2023-07-19T09:51:25Z,2023-07-19T09:51:25Z,1,cant believe bro called OJJ undercooked lmaooo,1
@stephanodigiorgio1090,2023-07-18T06:00:34Z,2023-07-18T06:00:34Z,2,You should&#39;ve put that balaclava on when you reviewed DONDA B I&#39;m disappointed bruh!!!!,1
@dompicc888,2023-07-14T15:16:01Z,2023-07-14T15:16:01Z,2,"Okay at first I was like uh I don’t like this at all, then continued to listen to the whole album and eventually got the theme and the vibe of this album. Burfict might be one of the best songs this year and Scaring the hoes was great here too.",3
@overtonwindowshopper,2023-07-14T15:06:48Z,2023-07-14T15:06:48Z,5,Really like the record but man the mix is dog shit. Can’t hear Danny at all on like half these tracks!!,3
@1grapefruit,2023-07-14T12:44:46Z,2023-07-14T12:44:46Z,2,If it was called To Scare a Butterhoe you would&#39;ve given it a 10,3
@corsiii,2023-07-14T00:30:42Z,2023-07-14T00:30:42Z,0,if this album was called “pimping the butterflies” it would be a 10,3
