author,published_at,updated_at,like_count,text,sentiment
@coldzzzzxxxx,2022-08-15T03:38:52Z,2022-08-15T03:38:52Z,0,"I love M.I.A. to death but Lords of Acid, Consolidated, Peaches, or Kelis could have done these beats. But she the one most people are stealing from if that makes sense. There also was that homophobic female rapper that came out in 95 who had a experimental 3rd album. She reminds me of Left Eye vocal wise. And &quot;R Kelly in[side] his teens.&quot; Her word play is second to none. She has no reason to really go in though. Macho is hard af though. Fire fire is overrated.",2
@danielgray65,2022-08-09T17:37:02Z,2022-08-09T17:37:02Z,6,Two most iconic artists of the 2000s -- MF DOOM and M.I.A.,5
@AkashRaj-ge6qw,2022-06-09T19:16:37Z,2022-06-09T19:16:37Z,1,Review kala,4
@stevencuevas3563,2022-05-19T22:05:24Z,2022-05-19T22:05:24Z,4,All of her albums are absolutely brilliant,5
@tompaulcampbell,2022-05-16T04:22:07Z,2022-05-16T04:22:07Z,0,"Her music is fantastic. (And I think Rap in general Crap due to non-musicality of it. You can only mumble &quot;bitches&quot;, &quot;fuck&quot;, and &quot;nigga&quot; so many times before it&#39;s just so much garbage. But apparently, the masses are clueless on this.)  Anyway, Great music, MIA!  Thank you for music and for bucking the trashy trends!!!",1
@dontyouwonder,2022-04-27T10:26:37Z,2022-04-27T10:26:37Z,1,this album is so fucking good,5
@RAMIRO0,2022-04-01T23:16:43Z,2022-04-01T23:16:43Z,1,"Arular was an excellent album. Her single Galang was a good song, so was the video.",5
@JESSICALGRAHAM,2022-03-25T03:55:54Z,2022-03-25T03:55:54Z,0,Thank you for reviewing this masterpiece!,5
@tonatiuhtonatiuh,2022-03-12T07:07:01Z,2022-03-12T07:07:01Z,0,She’s PC Music before PC Music became PC Music.,5
@Nadeshiko817,2022-01-25T18:42:34Z,2022-01-25T18:42:34Z,0,You know it’s crazy… I thought paper planes was by this dumb one hit wonder ass artist. But after seeing someone use a different sound under a tiktok. She’s beginning to be one of my favorite sounding artist of the 2000s,2
@Malik_Hoff,2021-11-22T01:43:02Z,2021-11-22T01:43:02Z,0,I love M.i.A.,5
@milosummers2779,2021-11-20T21:59:40Z,2021-11-20T21:59:40Z,0,Sounded like he was winding up to give it a 10 there,3
@milosummers2779,2021-11-20T21:48:48Z,2021-11-20T21:48:48Z,0,"My favourite MIA for sure, this album is flawless imo I LOVE IT",5
@christopherjames5895,2021-10-16T15:27:07Z,2021-10-16T15:27:07Z,0,Modern music ..eh ?,3
@VictorNickel,2021-10-09T00:45:27Z,2021-10-09T00:45:27Z,1,Each and every tune of this timeless masterpiece is a banger that will put you in a trance,5
@midnightblue9122,2021-09-16T12:21:07Z,2021-09-16T12:21:07Z,0,"It&#39;s pronounced uh-ru-luhr or uh-ru-laar, melon",1
@wickedhyperstyler,2021-09-12T15:42:04Z,2021-09-12T15:42:04Z,0,Why does Anthony hate hidden tracks so much?,1
@erc_io,2021-08-18T18:04:09Z,2021-08-18T18:04:09Z,0,MIA is a genius.,5
@TheLifeOfDan1,2021-07-30T22:31:04Z,2021-07-30T22:31:04Z,0,"It’s not for me, but I checked it out because of you - appreciate the exposure!",4
@Sfxfreestyle,2021-07-19T22:00:41Z,2021-07-19T22:00:41Z,0,"I’ve never really understood her hype. I don’t hate her, in fact I think some of her music is pretty cool, but the hip hop and electronic community hype her up so much I would’ve thought she had a voice like Sam Cooke, and lyrics like Kendrick.",2
@user-ym7kq8bd8k,2021-07-12T12:05:40Z,2021-07-12T12:05:40Z,0,Her album MAYA still sounds ahead of time. Critics wete not ready for it when it came in 2010. But yes that was her least accessible album ever.,3
@XXXMAKAVELITRG95,2021-04-25T14:11:32Z,2021-04-25T14:11:32Z,0,I LOVE YOU M.I.A. 😘🧡🧡🧡🧡🧡🧡🧡,5
@cheesecakelasagna,2021-04-23T01:58:38Z,2021-04-23T01:58:38Z,0,MAYA in Classics Week.,5
@kathywellerart,2021-04-19T00:16:51Z,2021-04-19T00:16:51Z,0,Great great album!!!<br>Great review!!!,5
@lastdays9163,2021-04-16T23:25:08Z,2021-04-16T23:25:08Z,0,People need to be revisiting music and movies that got a little dust on them. They&#39;re still great works of art.,5
@tiagodematos9390,2021-04-16T16:54:39Z,2021-04-16T16:54:39Z,42,"THIS ALBUM IS ONE OF THE BEST THINGS POP MUSIC HAS EVER GIVEN ME.<br>She expresses the urgency of the third world agenda with such excellence that makes me cry of happiness. ABSOLUTELY ahead of her time. Being from Brasil, it was the first time I could see someone from out of Latin America express anything about my country with such accuracy. It was no offensive caricature. I guess it was so accurate because it was the first time I was not seeing an Imperialistic overview of my culture. There is a bigger degree of understanding when it&#39;s between citizens of two countries that have been very explored by Europe and North America throughout History.<br><br>And it&#39;s funny because I was a kid at the time and I already felt it! I did not know what Imperialism was in theory, but I knew for my experience. So, I got to listen to her music and got in touch with this kind of discourse. Arular started that third-world revolutionary empowerment in my early teenage years.  Thanks M.I.A. &lt;3",5
@thefamiliarwill5595,2021-04-11T16:42:14Z,2021-04-11T16:42:14Z,0,"Damn, now all these indie boys are gonna be jumping on. Haha. Great review  Anthony. -fly pirates xx",1
@ronrendon,2021-03-14T09:54:06Z,2021-03-14T09:54:06Z,2,"Wow, this is amazing.  I&quot;ve been listening to her first album on repeat lately....time to start spinning the second one too! Thanks for the great review.  Mathangi Arulpragasam ROCKS, then and NOW.",5
@luvmefood,2021-03-13T13:25:08Z,2021-03-13T13:25:08Z,1,Discovered her through the song Galang. Best song in this album.,5
@jonathangrignon8850,2021-02-18T10:15:58Z,2021-02-18T10:15:58Z,1,"This has been one of my favourite albums for years now. Regardless of her later work, Arular and Kala are modern day classics. Very few albums are so consistently energetic and entertaining. Just be careful driving to this music.",5
@annerachelleromero,2021-02-11T18:15:59Z,2021-02-11T18:15:59Z,1,"Can you rate my friend’s song? It’s only on soundcloud since she doesn’t have enough money. It’s called To be a Bee. Please do this for charity, it would mean so much to her.......",1
@moved8961,2021-02-09T15:20:38Z,2021-02-09T15:20:38Z,1,Came here from The Quietus.,5
@wizard1370,2021-02-08T16:51:07Z,2021-02-08T16:51:07Z,0,You reviewed this?!?!?!?!?!!,1
@WebWebCero,2021-02-02T20:30:01Z,2021-02-02T20:30:01Z,0,She&#39;s one of my heroes!,5
@InfrdMusic,2021-01-23T07:48:06Z,2021-01-23T07:48:06Z,4,"just listened to the album because of this and maaaan this was so ahead of its time, mind is blown",1
@robertsteinberger5667,2021-01-22T21:25:20Z,2021-01-22T21:25:20Z,0,"I like the album more than Kala, which was disappointing. MIA is not the greatest artist of the 00s but she certainly deserves her place.",3
@romilrh,2021-01-22T13:37:48Z,2021-01-22T13:37:48Z,7,BA<br>NA<br><b>NAAAAA</b>,2
@fraundakelmbrilpondaprost90,2021-01-20T15:57:51Z,2021-01-20T15:57:51Z,1,This has got me wanting a Kala review.,5
@thekitchenchikens,2021-01-17T20:44:00Z,2021-01-17T20:44:00Z,0,Piracy funds terrorism is the defining sound of the 2000’s for me. I love MIA so much still today.,5
@greyy,2021-01-14T21:13:30Z,2021-01-14T21:13:30Z,0,THANK YOU,5
@kiearacrisp5508,2021-01-14T13:21:21Z,2021-01-14T13:21:21Z,2,Thank you for this video. Been listening to her since forever and still do - feels good to hear her being appreciated by someone other than me,5
@hilarykirkham9369,2021-01-13T03:16:23Z,2021-01-13T03:16:23Z,0,WHOLE LOTTA RED REVIEW,5
@Malik_Hoff,2021-01-12T11:26:55Z,2021-01-12T11:26:55Z,0,M.i.A.,4
@fraicheness,2021-01-12T10:48:17Z,2021-01-12T10:48:17Z,0,That mid af Swagger Like Us track introduced me to MIA back in 09. Used to jam this a lot. Imo this is her most consistent and best record.,5
@catsoulakis2853,2021-01-12T01:28:59Z,2021-01-12T01:28:59Z,1,one of the best albums of all time,5
@codiserville593,2021-01-11T23:46:29Z,2021-01-11T23:46:29Z,17,We all liked Paper Planes when it came out that year. I was in the used cd section on an electronic store this recent 2020. I spied her Kala album and was so tempted to get it. I wanted to bad but I was out of a job. <br>I started listening to it online and it is such a banger. Now I&#39;m wondering why I never tried listening to her too much over all these years,1
@imheaton49,2021-01-11T16:57:11Z,2021-01-11T16:57:11Z,0,"Hi, can you please review Gashi’s album :1984",5
@praisebeesus2785,2021-01-11T07:26:32Z,2021-01-11T07:26:32Z,2,Wait this album bangs so hard...,1
@luna-el9cr,2021-01-11T05:45:08Z,2021-01-11T05:45:08Z,0,well,5
@morganstokes1930,2021-01-11T01:34:34Z,2021-01-11T01:34:34Z,0,Thank you Anthony. First downward spiral from nin and then this. Really cool,5
@iagomarcal8856,2021-01-10T23:57:02Z,2021-01-10T23:57:02Z,0,the way he says &quot;rio de janeiro&quot; kkkk,5
@Leonardo-zq5lv,2021-01-10T19:20:06Z,2021-01-10T19:20:06Z,0,Thanks Fantoine it&#39;s my favorite record,5
@AlexandreMattoss,2021-01-10T17:42:00Z,2021-01-10T17:42:00Z,0,M.I.A.: oi garoto 😏<br>fantano: if that&#39;s not political I don&#39;t know what is 🥺,1
@bhamgatsby,2021-01-10T16:08:37Z,2021-01-10T16:15:19Z,1,One of my favorite albums of all time. From beginning to end. The Sanford &amp; Son sample slays me. And 10 Dollars is my go to just feel good jam,5
@FlashGiordani93,2021-01-10T14:56:27Z,2021-01-10T14:56:27Z,1,CLASSICS WEEK? DO UGK’S “RIDIN DIRTY”,1
@elloingo,2021-01-10T14:00:26Z,2021-01-10T14:00:26Z,2,You should do a classic track review just of Paper Planes,4
@Mysticoli,2021-01-09T22:19:35Z,2021-01-09T22:19:35Z,0,"I love this album, and the mixtape is just as good (if not a little better). Both her mixtapes are so good and worth a listen",5
@andttttttttt2,2021-01-09T15:51:48Z,2021-01-09T15:51:48Z,0,yes,5
@quengaceiro,2021-01-09T15:47:56Z,2021-01-09T15:47:56Z,3,"uk rapper, singer, songwritter, multimedia artist, political activIst and anti-vaxxer M.I.A",4
@juicyjacob7157,2021-01-09T15:32:28Z,2021-01-09T15:32:28Z,0,review marsha4u by princessmarsha6969!,5
@AneViktoria,2021-01-09T14:18:08Z,2021-01-09T14:18:08Z,3,"I remember I was bullied for listening to her, for having a too weird of a music taste,  oh how the turntables. I love this review!!",5
@heyhixx2247,2021-01-09T13:19:33Z,2021-01-09T13:19:33Z,0,Love M.I.A. and love this album,5
@guitarmaniac004,2021-01-09T12:52:22Z,2021-01-09T12:52:22Z,0,"2005 is considered classic now. Damn time, you mind not sneaking up on me like that?",5
@RISKILNIKIV,2021-01-09T12:34:47Z,2021-01-09T13:45:27Z,0,I wonder if somebody hates you more than I do... is it possible that I&#39;m your biggest hater... I have real morbid fantasies... (and it has nothing to do with M.I.A),1
@twoften,2021-01-09T12:16:26Z,2021-01-09T12:16:26Z,10,"I picked this up on CD a few years back at thrift for $2, and it is still the best $2 I ever spent.",5
@m.r.pop.reacts4436,2021-01-09T11:30:07Z,2021-01-09T11:30:07Z,2,So pleased you looked back at this one - one of my all time favourites and the soundtrack for a generation. Loved the review!,5
@hamed2235,2021-01-09T09:22:46Z,2021-01-09T09:22:46Z,1,DO YS,3
@jtvj8423,2021-01-09T06:55:11Z,2021-01-09T06:55:11Z,1,Salt and pepper your mangos y&#39;all.,5
@thecourrrr,2021-01-09T05:42:34Z,2021-01-09T05:42:34Z,2,I always get excited when I see one of my favorite albums growing up be reviewed for good classics.,5
@kennethezeadiugwu7238,2021-01-09T00:21:25Z,2021-01-09T00:21:25Z,0,Yo did Anthony reveiw wlr,5
@eikichionizuka1561,2021-01-08T23:52:19Z,2021-01-08T23:52:19Z,0,"A Ready to Die, Liquid Sword and Delton 3030 classic review will kill Corona and end the 2020 curse Melon ! I&#39;ve heard this prophecy playing Mbdtf backwards!!",5
@felixstenson1654,2021-01-08T21:59:06Z,2021-01-08T21:59:06Z,0,One of my favourite albums!,5
@xxxtkvxxx,2021-01-08T20:38:46Z,2021-01-08T20:38:46Z,0,27/10 album,5
@olive29003,2021-01-08T20:10:34Z,2021-01-08T20:10:34Z,0,“This is my jam today” only the real know,5
@mrflipperinvader7922,2021-01-08T19:08:27Z,2021-01-08T19:08:27Z,1,"before diplo was doing trendy millenial edm, he debuted with weird shit like this!",5
@bengolious,2021-01-08T19:00:28Z,2021-01-08T19:00:28Z,1,Her second album Kala is better. They&#39;re both worth a listen though.,3
@ninalopez1593,2021-01-08T18:53:59Z,2021-01-08T18:53:59Z,11,This album was high art,5
@blueberrypeels5135,2021-01-08T17:22:09Z,2021-01-08T17:22:09Z,1,REVIEW WLR,4
@peterweible7445,2021-01-08T16:35:58Z,2021-01-08T16:35:58Z,0,“viral egirl rappers on youtube” that settles it Belle Delphine debut getting a 10,1
@m0llzd0llzz,2021-01-08T15:30:05Z,2021-01-08T15:30:05Z,0,z,5
@s1mplem4gic58,2021-01-08T14:28:45Z,2021-01-08T14:28:45Z,0,Farcry 3 introduced me to her,5
@hunting4honeys,2021-01-08T10:51:19Z,2021-01-08T10:51:19Z,1,"Epitome of UK music imo, melting pot music",1
@leogagaev395,2021-01-08T08:09:25Z,2021-01-08T08:09:25Z,1,SOMEBODY PLS TELL MELON WLR DROPPED,1
@thisaintnoparty,2021-01-08T07:07:28Z,2021-01-08T07:07:28Z,0,Brota no Rio que tu vai ser feliz Melão. Vamo te deixar forte.,1
@justj8771,2021-01-08T05:44:49Z,2021-01-08T05:44:49Z,0,We seriously not getting WLR review????,1
