author,published_at,updated_at,like_count,text
@kurm7161,2024-06-15T10:02:01Z,2024-06-15T10:02:01Z,0,Dude just say that you have a thing for black girls
@masterscaron,2024-06-14T09:45:17Z,2024-06-14T09:45:34Z,0,Sexxy Redd isn’t the “unrepentant freak” YOU ARE my brotha… you are
@masterscaron,2024-06-14T09:43:23Z,2024-06-14T09:43:23Z,1,This dude is a joke
@demerikkoreynolds7492,2024-06-14T04:48:32Z,2024-06-14T04:48:32Z,0,We need more white men like him on this planet
@jimmyjohnson168,2024-06-14T01:14:58Z,2024-06-14T01:14:58Z,2,"just for reference, blonde got an 8"
@williamromero2440,2024-06-13T07:42:43Z,2024-06-13T07:42:43Z,0,Please use nair as shampoo next time
@alby375,2024-06-12T18:49:10Z,2024-06-12T18:49:10Z,0,Giving this an 8 but giving actual music 6’s is crazy ain’t no way you weren’t paid off
@abdaabda,2024-06-12T14:59:58Z,2024-06-12T14:59:58Z,0,Didn’t he give Igor the same rating 💀
@berdddsa,2024-06-11T05:46:00Z,2024-06-11T05:46:00Z,1,How many dislikes y’all? Don’t have the extension
@FenderFanboy91,2024-06-09T21:18:39Z,2024-06-09T21:18:39Z,1,Saviors a 3 btw
@FBI-sr2eg,2024-06-09T16:57:58Z,2024-06-09T16:59:09Z,1,"Never forget this album ranked higher than EVERY EARL SWEATSHIRT ALBUM, MBDTF, and DAMN."
@Griimmyyy,2024-06-09T13:59:43Z,2024-06-09T13:59:43Z,0,I remember when everyone was pissed at Anthony for giving Lil Boat a 7. After all this time i still never understood it because Lil Boat is fun and good. I completely understand people thinking this review is trash because this album sucks ass 💀
@alih6804,2024-06-09T07:41:49Z,2024-06-09T07:41:49Z,0,Just a reminder that this album is supposedly only just a <b>bit</b> worse than GKMC.
@bigman542,2024-06-09T01:30:10Z,2024-06-09T01:30:10Z,1,4/10
@rhodesmusicofficial,2024-06-08T19:36:11Z,2024-06-08T19:36:11Z,0,"&quot;i find it really funny how often people will say review scores &quot;don&#39;t matter&quot; or are &quot;just a number&quot; when something they like gets scored low, but when something they don&#39;t like gets scored high it&#39;s suddenly a matter of life or death&quot;"
@styxmang8296,2024-06-07T21:44:52Z,2024-06-07T21:44:52Z,0,your out of your mind
@nerks7,2024-06-07T01:40:59Z,2024-06-07T01:40:59Z,3,he wants it bad
@krampluck5618,2024-06-06T17:34:22Z,2024-06-06T17:34:22Z,1,Remember he gave Lil Wayne’s the Carter 4 a 3-10
@Captaiesqueleto,2024-06-06T03:13:24Z,2024-06-06T03:13:24Z,0,"Just say you want hook up with her, and say that is why you gave her a high rating and to be honest I would give it a high rating for being so trash the art cover looks like trash"
@namesnotego,2024-06-04T14:00:20Z,2024-06-04T14:00:20Z,1,this HAS to be rage bait
@adrone2669,2024-06-04T10:12:47Z,2024-06-04T10:12:47Z,1,"Man, delete your account at this point"
@HeDoubleHockeysticks0,2024-06-03T23:17:23Z,2024-06-03T23:17:23Z,0,definitely stupefied
@Teqniq19,2024-06-03T01:07:07Z,2024-06-03T01:07:07Z,0,5 months later and this guy has been vindicated. She has staying power.
@philiphammar,2024-06-02T22:08:31Z,2024-06-02T22:08:31Z,1,"<a href=""https://www.youtube.com/watch?v=fN1d3HWOd54&amp;t=150"">2:30</a> &quot;(...) Sexyy Red serves as reminder of a time when trap music wasn&#39;t as clean or commercial or pop-centric. I mean, the sound of the most popular artists in this genre has changed significantly over the past ten years. And again, Sexyy Red goes against that grain, and she knows it. Especially with bars like &quot;My name Sexyy Red, I ain&#39;t no singin&#39;-ass bitch&quot;. Cause yeah, it&#39;s actually a breath of fresh air to have somebody like her coming out on the scene and doing it a way that feels so raw, aggressive, and frankly nasty. Nasty to the point where she doesn&#39;t completely line up with a lot of the hypersexual lady rappers that has gotten popular during the last few years. Cause a lot of what Sexyy Red is saying on her tracks isn&#39;t nessecarily aluring or flattering or said to appeal to men. It&#39;s more like an admission of what she wants, how bad she wants it, and how she&#39;ll go to get it.&quot;<br>this is why people (this comment section <b>wink wink</b> / cis men) hates her so much.. it makes them uncomfortable."
@rodeo_jj,2024-05-31T23:48:54Z,2024-05-31T23:48:54Z,0,I wanna die now cuz of this
@_cosmix_,2024-05-31T17:14:06Z,2024-05-31T17:14:06Z,0,if it was called &quot;my beauriful dark hood hottest princess&quot; you would have gave it a 6.
@osamaattallah6956,2024-05-31T10:27:00Z,2024-05-31T10:27:00Z,0,Badthony Thotano on his bad b arc
@eduardozepol2000,2024-05-29T19:14:02Z,2024-05-29T19:14:02Z,1,Worst video of all time
@meraak1,2024-05-29T10:50:33Z,2024-05-29T10:50:33Z,6,the fact that hes literally right lmfao
@mahergarzuzi5328,2024-05-29T10:42:20Z,2024-05-29T10:42:20Z,0,This guy is delusional
@EX3STINCE,2024-05-29T06:47:18Z,2024-05-29T06:47:18Z,2,All of yall hating and he ate 😘
@kikinaeem5860,2024-05-28T12:12:13Z,2024-05-28T12:12:13Z,4,When u realise this got more than astroworld mbdtf and mr morale and the big steppers
@charlesahweyevu,2024-05-28T07:55:52Z,2024-05-28T07:55:52Z,2,Ok so i listened to the album cause of this review. It&#39;s not bad. It&#39;s a 6.5 maybe 7 after multiple listens. 8 is wild.
@shaildarji9555,2024-05-28T06:00:33Z,2024-05-28T06:00:45Z,4,"We really live in a timeline where DAMN., Astroworld, MBDTF and J Cole&#39;s entire discog got a lesser score than this 💀🤡"
@Spaceman_u,2024-05-27T16:44:18Z,2024-05-27T16:44:18Z,1,They talk about misagony in the industry but then give a sexyy red album an strong 8 💀
@zebra6092,2024-05-26T17:25:30Z,2024-05-26T17:25:30Z,4,"Memes aside, isn’t it too naive to view melon as ‘an independent music reviewer on YouTube’? I mean, who financially supported you to promote this album in this way, which is even weirder when the album is basically an obvious industry-pushed bummer that would definitely go astray anyway? It’s genuinely so hard and questionable to defend its  value in the first place. I’m not even ranting in the ‘it’s fun music it’s bad’ kinda typical nerd sense, I just see Sexxy Red as an obvious bait when record executives when too far with their aggressive-as-hell mega viral marketing."
@FELCommentary,2024-05-26T17:09:04Z,2024-05-26T17:09:04Z,8,Never open your mouth about hip hop again
@DCT97,2024-05-26T16:14:55Z,2024-05-26T16:14:55Z,4,He heard sexxy let Adin Ross hit now he thinks he can slide in after this bullsh*t review 😂😂
@shelbyallen8432,2024-05-26T12:01:11Z,2024-05-26T12:01:11Z,0,Can you PLEASE PLEASE PLEASE review her new album she just released may 24th 2024 ; “In Sexxy We Trust” I feel like it’s worth looking into
@nikodemszymanski2666,2024-05-26T09:24:10Z,2024-05-26T09:24:10Z,2,Man thinks he gon get some
@iam1remnant,2024-05-26T04:49:58Z,2024-05-26T04:49:58Z,0,Let me say what you think about Flo Milli…I love Sexyy Red - the streets effin love her
@RandomGuy-tg2is,2024-05-26T04:06:30Z,2024-05-26T04:06:30Z,2,if this was kendrick lamar&#39;s damn melon wouldve given it a 6
@NeterRafi77,2024-05-26T01:14:05Z,2024-05-26T01:14:05Z,1,The Labels must be paying you to rated an 8. You took the bribe????
@NeterRafi77,2024-05-26T01:11:50Z,2024-05-26T01:11:50Z,0,You gave it an 8????an8??? And 8????yet you disrespect Ab Souls album??????
@MrShady-rh3ni,2024-05-25T19:52:30Z,2024-05-25T19:52:30Z,5,Why are you surprised over here? He has been one of the worst if not the worst reviewer I’ve seen <br>Him giving this shi an 8 says it all
@mindworm7689,2024-05-25T19:48:48Z,2024-05-25T19:48:48Z,2,"Maybe not today, maybe not this month, maybe not for years, but one eventually this review will be a stain on your career."
@baintreachas,2024-05-25T14:58:52Z,2024-05-25T14:58:52Z,9,i wish i could hear what he hears
@trapezoid41,2024-05-25T11:34:13Z,2024-05-25T11:34:13Z,4,shes not letting you hit lil bro 😭😭😭🤣🤣🤣
@aydennso,2024-05-25T06:19:40Z,2024-05-25T06:20:19Z,0,"Before this review, I thought that Melon was a harsh critic, but the albums he gives a good review are really good albums. I guess this is an outlier or, I don&#39;t get it."
@brood_of_vipers,2024-05-25T05:37:09Z,2024-05-25T05:37:09Z,1,"they got melon, too"
@patrickdesjardine,2024-05-25T04:50:35Z,2024-05-25T04:50:35Z,0,8/10 bro
@lucianocoacci2129,2024-05-25T04:33:40Z,2024-05-25T04:33:40Z,0,"I heard him seriously say on stream today “you guys don’t understand, sexy reds music is good because its bad on purpose and she is aware of it” I’m sorry Anthony I’m not watching you anymore"
@yeti4sale,2024-05-25T01:38:35Z,2024-05-25T01:38:35Z,1,“Yes black goddess I will rate your album an 8. Please let me kiss your feet…”
@TheRealM6GL,2024-05-20T23:10:34Z,2024-05-20T23:10:34Z,4,How the hell does this shitty album have a better rating than damn
@El_Burropixel,2024-05-20T05:06:22Z,2024-05-20T05:06:22Z,2,Le dio un 8 a este álbum y le dio un 6 a El Camino de The Black Keys 💀☠️
@anatoliasmercenary.,2024-05-17T18:42:04Z,2024-05-17T18:42:04Z,5,"Melon, no way you put this over DAMN. 😭"
@BringBackStoning,2024-05-16T22:37:31Z,2024-05-16T22:37:31Z,10,This is better than DAMN and Mr. Morales and the Big Steppers?
@_cosmix_,2024-05-13T14:16:45Z,2024-05-13T14:16:45Z,9,This Is NOT better than MBDTF🗣🗣✋
@williagr,2024-05-13T01:10:46Z,2024-05-14T19:58:22Z,7,He keeps using that word... &quot;Creative&quot;... I don&#39;t think he knows what that word means.
@user-bm8nw8oj5d,2024-05-12T09:06:51Z,2024-05-12T09:06:51Z,1,Shittony<br>Opinontano
@sko6075,2024-05-12T01:08:00Z,2024-05-12T01:08:00Z,11,Are you shitting me
@relentlesschaos7445,2024-05-11T04:05:10Z,2024-05-25T20:12:11Z,7,Well. We all know Anthony&#39;s Fantono&#39;s type of woman 😂
@gamerguru2924,2024-05-11T01:13:03Z,2024-05-11T01:13:03Z,3,Is this guy getting paid with their dirty panties 😂 what the fuck Anthony FFS
@mkt_shv,2024-05-10T11:16:09Z,2024-05-10T11:16:09Z,0,Finally a decent review
@Yahia.Alwaeli,2024-05-08T13:39:36Z,2024-05-08T13:39:36Z,0,ushhhhhhhhhhhhhhhhhh
@eduardozepol2000,2024-05-08T07:05:45Z,2024-05-08T07:05:45Z,30,You&#39;re delusional if you think this thing is any higher than a 3/10
@bhgraf08,2024-05-06T18:37:34Z,2024-05-06T18:37:34Z,3,Seriously melon wtf is this. No one takes you seriously anymore
@mysteries_117,2024-05-06T06:21:11Z,2024-05-06T06:21:11Z,0,Sexyy Red has no taste
@grommit5999,2024-05-06T00:17:58Z,2024-05-06T00:23:16Z,4,"All y’all hating but ain’t even listen to the album you just assuming it’s bad cause it’s a woman rapping about sexual shit while when men do it no one gives a fuck maybe put your sexism aside and listen to the fucking music objectively, yeah obviously it’s not a tpab level introspective genius piece of art but it’s a fun trap album with funny bars and original, fun beats"
@samuelcourliss8496,2024-05-04T10:24:41Z,2024-05-04T10:24:41Z,1,"I enjoyed this album as a guilty pleasure when it first came out, much in the same way i enjoyed the lil pump debut and day69 mixtape from 6ix9ine when they first came out as guilty pleasures, but the fact that hes genuinely praising this shit is insane to me."
@thedarkknight100,2024-05-03T23:55:55Z,2024-05-03T23:55:55Z,2,this album is garbage
@aakiyah,2024-05-03T18:38:48Z,2024-05-03T18:38:48Z,4,bro she aint gonna let you tap😭😂
@aqeelshahid8224,2024-05-03T09:46:23Z,2024-05-03T09:46:23Z,4,It can only go downhill ftom here considering what happened to lil pump
@omegalilbchass8270,2024-05-03T08:53:31Z,2024-05-03T08:54:54Z,1,"According to fantano, this is as good or better than anything joey badass, denzel curry, j cole, and asap rocky has put out. Thats quite the take there."
@bryan1956,2024-05-01T18:59:34Z,2024-05-01T18:59:34Z,1,"Love you, but this is just out of character melon"
@uhmmjawsh,2024-05-01T01:04:39Z,2024-05-01T01:04:39Z,3,wtf rly
@jonathansublett5612,2024-04-30T15:38:09Z,2024-04-30T15:38:09Z,2,You know its sad when this is the only review you can find of this album anthony has to be the only person to think about this for more than 3 seconds
@jonathansublett5612,2024-04-30T15:34:03Z,2024-04-30T15:34:03Z,2,She ain&#39;t gonna take you back for rating this high
@akeneo1169,2024-04-30T05:04:45Z,2024-04-30T05:04:45Z,2,The beats go veryyyyyy hard
@Krisiskool1212,2024-04-30T03:06:04Z,2024-04-30T03:06:04Z,2,"Great job Fantano, you never fail to impress me with the worst reviews of mankind"
@gabrielmitchell9562,2024-04-29T08:59:03Z,2024-04-29T17:21:56Z,0,"This has a higher rating than Astroworld,Damn and MBDF <br><br><br><br><br><br><br>Let that sink"
@mohamedsayed391,2024-04-29T08:15:13Z,2024-04-29T08:15:13Z,4,No mf way…he always gives doja 5 and megan thee stallion 6 but sexxy red and 8? This album is the worst album i have ever heard in my life fr it is soooo bad and sexxy red is even worse than ice spice
@ImperatorLemon,2024-04-29T00:01:16Z,2024-04-29T00:01:16Z,1,MBDTF got a 6 for this 😭
@piggypillow1029,2024-04-28T11:05:09Z,2024-04-28T11:05:09Z,1,so this is as good as graduation? hell naw.
@AEP0Y,2024-04-28T10:34:43Z,2024-04-28T10:34:43Z,1,Interesting
@cody3335,2024-04-28T05:53:02Z,2024-04-28T05:53:02Z,1,The fact you gave this higher ratings than a bon iver album is absolute elephants foot 🦶
@nicolaitalosig,2024-04-28T05:19:28Z,2024-04-28T05:19:28Z,0,skeeyee am i right 😂🎉
@StarboyKadango-fm6fn,2024-04-27T15:14:03Z,2024-04-27T15:14:03Z,1,U suck dig
