author,published_at,updated_at,like_count,text
@ackee39,2024-03-23T02:00:08Z,2024-03-23T02:00:08Z,12,iconic internet moment. ive never seen people get this universally angry at a guy saying a thing was just pretty good instead of amazing. this dislike bar will be studied by historians centuries into the future.
@EricRandhel-np3tr,2024-03-20T14:56:20Z,2024-03-20T14:56:20Z,1,This was uploaded on my 6th birthday
@Neeeeecko,2024-03-18T15:11:14Z,2024-03-18T15:11:14Z,0,Reviewing vultures1.... Atleast anthony&#39;s consistent.
@mysteries_117,2024-03-18T10:30:24Z,2024-03-18T10:30:24Z,0,In 2077<br><br>Fantano review is in the history books
@KanyeWestLover1940,2024-03-18T02:32:46Z,2024-03-18T02:32:46Z,2,You are bald and divorced knd ragards carlie lasso. <br><br>P.S. You are not nice and should never reproduce.<br><br>P.P.S. I am 10 yers old and alredy no mor than u<br><br>P.P.P.S. My dad drunk al the alcehole in the hose and now my mummy is mad! 😠 <br><br>P.P.P.P.S. I wood beet u in a figt!
@zackzallie8735,2024-03-16T12:43:54Z,2024-03-16T12:43:54Z,2,I&#39;m not a huge Kanye fan but this album aged like fine wine. Every song feels so different and the production is so grandeur. Not a 10 but it&#39;s close
@Apxcalypse,2024-03-13T00:37:01Z,2024-03-13T00:37:01Z,0,"This is scarily similar to the vultures review, fantano been a ye hater since day 1, I lowk respect it"
@WhatSmada,2024-03-12T05:12:33Z,2024-03-12T05:12:33Z,0,the sound on this is ass
@diggasinparis,2024-03-08T06:21:26Z,2024-03-08T06:21:39Z,5,"<a href=""https://www.youtube.com/watch?v=Jo4S2qlQGs0&amp;t=55"">0:55</a> “This is music, pay attention to the music.”<br>Vultures Rating:"
@LanceHindman,2024-03-05T14:12:08Z,2024-03-05T14:12:08Z,0,I agree this does deserve a 9 (I live in Australia btw)
@KindaDecentHuman,2024-02-25T08:43:04Z,2024-02-25T08:43:04Z,1,yea i hate u bald man
@Razor_Gaming,2024-02-25T00:08:09Z,2024-02-25T00:08:09Z,12,here are the like/dislike stats<br><br>21k likes<br>68k dislikes
@TheFinalCurtains,2024-02-23T15:15:23Z,2024-02-23T15:15:23Z,2,You cant review the album without listening to the album
@TwisterzX0_VIII,2024-02-22T11:53:42Z,2024-02-22T11:53:42Z,0,hello mellon man
@28br,2024-02-20T11:24:24Z,2024-02-20T11:24:24Z,4,&quot;pay attention to the music leave your hate at the door&quot;
@Dragon-tc6ud,2024-02-20T07:40:45Z,2024-02-20T07:40:45Z,0,trash
@notkaiouchesgrass,2024-02-19T18:57:27Z,2024-02-19T18:57:27Z,0,💀
@itzchico2395,2024-02-18T02:11:14Z,2024-02-18T02:11:14Z,8,Yet sexy red album gets a higher review that’s crazy man get ur ears checked
@isaacmeister3179,2024-02-17T08:19:05Z,2024-02-17T08:19:05Z,15,this video is probably the reason they stopped showing the amount of dislikes
@gionataspiniella,2024-02-16T23:08:33Z,2024-02-16T23:08:33Z,2,Why does this look like it was filmed in 1993
@angel_of_rust,2024-02-14T08:07:29Z,2024-02-14T08:07:29Z,0,it somehow got ratioed even harder
@Zygul17,2024-02-13T18:55:31Z,2024-02-13T18:55:31Z,0,Kanye meat riders came to battle in these comments lmao
@moose891,2024-02-13T12:35:10Z,2024-02-13T12:35:10Z,3,Does Fantano even know how to mix a youtube video?
@rvfiasco,2024-02-13T01:31:09Z,2024-02-13T01:31:09Z,1,Interesting juxtaposition with the new review. Or non-review.
@PhysicsBella,2024-02-13T00:13:53Z,2024-02-13T00:13:53Z,2,"His main gripe back then was that you’d need to have interest in Kanye as a person to truly enjoy this album. <br><br>Today, his main gripe is that he knows too much about Kanye as a person to enjoy his new album. <br><br>Bookends."
@Tiny_Epic,2024-02-10T18:58:16Z,2024-02-10T18:58:16Z,1,Delete your account
@chicagotransitauthority3161,2024-02-08T21:40:56Z,2024-02-08T21:40:56Z,5,I miss the dislike button
@MynamejeffTV,2024-02-07T08:49:45Z,2024-02-07T08:49:45Z,2,this fkin sucks
@liammcnicholas918,2024-01-29T02:43:30Z,2024-01-29T02:43:30Z,2,“I’m feeling a light to decent 6 on this record”<br>Famous last words
@ayki00,2024-01-28T16:16:57Z,2024-01-28T16:16:57Z,4,I think I&#39;m the only guy who agrees with this rating
@BottomUpMUSIC,2024-01-20T06:30:51Z,2024-01-20T06:30:51Z,1,Lost all credibility I think he’s better at reviewing rock or metal but he’s pretty bad at hip hop
@user_iOztnsBPrAA,2024-01-20T03:10:19Z,2024-01-20T03:10:19Z,1,21K LIKES 67K DISLIKES AS OF RIGHT NOW
@slaunchslammer5149,2024-01-19T05:05:25Z,2024-01-19T05:05:25Z,4,“Kanye’s favorite thing to rap about is himself” literally every rapper ever in history
@mannamedjared,2024-01-14T19:40:45Z,2024-01-14T19:40:45Z,4,"Cant believe he gave this album a 6/5,thank you melon man"
@woobharb,2024-01-09T04:27:05Z,2024-01-09T04:27:05Z,4,"Kanye on MBDTF: “I was never much of a romantic, couldn’t take the intimacy, but I know I did damage, ‘cause the look in your eyes are killing me, I guess you knew of that advantage, ‘cause you could blame me for everything, and I don&#39;t know how I&#39;ma manage, if one day, you just up and leave.” <br>Melon: 6/10 (twice)<br>Kanye of KSG: “GRRAT GRRAT, GRRAT GAT GAT GAT, GRRAT GAT GAT GAT, GRRAT GAT GAT.”<br>Melon: 10/10"
@yzy__aus564,2024-01-07T19:00:13Z,2024-01-07T19:00:13Z,4,"This album is amazing perfect production perfect lyricsm perfect storytelling perfect sequencing, 6/10"
@uchihaibz,2024-01-07T03:04:13Z,2024-01-07T03:04:13Z,4,He gave ksi’s album a 7 and this a 6🤦🏾‍♂️ ridiculous
@mdifndndndn,2024-01-04T17:38:56Z,2024-01-04T17:38:56Z,2,"lol mbdtf is so incredibly overrated. 808s &amp; heartbreak, yeezus, and graduation are literally better."
@snork-is-snork,2023-12-29T02:10:09Z,2023-12-29T02:10:09Z,1,Guys chill! He gave it a 6 out of 6…right?
@corailgris,2023-12-23T14:36:25Z,2023-12-23T14:36:25Z,2,"Yeah, that&#39;s just, like, your opinion, man."
@Oxidize,2023-12-20T06:41:35Z,2023-12-20T06:41:35Z,1,In this video you admit that you rate albums lower for artists you don’t like personally
@mammalala,2023-12-18T19:42:54Z,2023-12-18T19:42:54Z,4,you will never reach the gates of heaven
@zebstan1769,2023-12-17T22:28:28Z,2023-12-17T22:28:28Z,2,6 XD? wtf is wrong with this guy
@salsa_assassin6478,2023-12-12T18:13:34Z,2023-12-12T18:13:34Z,3,Nah he just did this for the exposure
@joerogan3079,2023-12-12T09:31:01Z,2023-12-12T09:31:01Z,8,<b>THAT 6 BETTER BE OUTTA 6 MA NIGGA</b>
@Dirtyajsj,2023-12-06T02:10:23Z,2023-12-06T02:10:23Z,9,I dont see anything wrong with not liking Mbdtf its not even that great 💀
@DukeJon1969,2023-12-06T00:31:37Z,2023-12-06T00:31:37Z,0,ffs
@ILHen,2023-12-03T05:16:55Z,2023-12-03T05:16:55Z,2,Worst review ever
@minimvl,2023-12-03T04:16:51Z,2023-12-03T04:16:51Z,0,2010 was crazy
@cedricgant8535,2023-12-01T07:30:45Z,2023-12-01T07:30:45Z,2,It’s crazy because he’s absolutely right.
@DirtyOldJoe,2023-11-20T08:57:22Z,2023-11-20T08:57:22Z,0,Bro played himself
@goodenergy73,2023-11-15T07:14:39Z,2023-11-15T07:14:39Z,3,w take
@dolby.g,2023-11-13T22:46:32Z,2023-11-13T22:46:32Z,3,Hopefully by 6 he means 10
@gswizzy17,2023-11-06T15:36:18Z,2023-11-06T15:36:18Z,2,This was the day needledrop lost his credibility
@saltedcrypts4780,2023-10-30T15:30:24Z,2023-10-30T15:30:24Z,6,The fact that this review didn’t end this clown’s credibility immediately is insane
@12ozz,2023-10-27T19:47:05Z,2023-10-27T19:47:05Z,6,"Finally decided to watch this review, and it’s good to know that his take on this album is incredibly wrong"
@andrimatthiasson5718,2023-10-25T01:20:10Z,2023-10-25T01:20:10Z,3,This is where Anthony Fantano became melon
@d9zirable,2023-10-14T09:50:03Z,2023-10-14T09:50:03Z,2,You gave it a 6 because you love Drake more
@brunner17,2023-10-13T21:12:51Z,2023-10-13T21:12:51Z,1,best album fr
@brunner17,2023-10-13T21:12:42Z,2023-10-13T21:12:42Z,3,crazy as bitch
@hollowsid9623,2023-10-13T15:13:27Z,2023-10-13T15:13:27Z,2,This video was Fantano&#39;s canon event
@ErnjSushi,2023-10-08T23:59:07Z,2023-10-08T23:59:07Z,0,GREAT VDIEO
@frankyafton,2023-10-01T16:05:46Z,2023-10-01T16:05:46Z,4,Bro you forgot to flip the 6 upside down
@sebassharass,2023-10-01T15:47:27Z,2023-10-01T15:47:27Z,0,Hes kinda right on the drama part
@Bubbyolo,2023-09-30T03:19:26Z,2023-09-30T03:19:26Z,2,Bros just yappin
@ghostytheloser,2023-09-26T16:49:57Z,2023-09-26T16:49:57Z,1,Cool review Anthony!
@BiasedSportsFan,2023-09-24T12:24:51Z,2023-09-24T12:24:51Z,4,I’m just gonna do my part and dislike it
@TheRoyalGuardian,2023-09-23T23:58:35Z,2023-09-23T23:58:35Z,0,This review is almost as bad as your My Beautiful Dark Twisted Fantasy review
@justaguywithhisgrasseson5522,2023-09-17T01:07:49Z,2023-09-17T01:07:49Z,2,If it was My beautiful dark twisted fantasy by Kanye West you would’ve given this a 6
@valoregal,2023-09-15T20:26:12Z,2023-09-15T20:26:12Z,94,if he called it &quot;to twist a fantasy&quot; you would&#39;ve given it a 10
@jlstudiopro2974,2023-09-15T15:07:18Z,2023-09-15T15:07:18Z,1,"I mean this is one of Kanye&#39;s nest albums. I didn&#39;t really get into him until this album. So I don&#39;t know old old Kanye it wasn&#39;t ever my vibe really. <br><br>I like : yeezus, mbdtf, life of Pablo, and 808s."
@legend53beast63,2023-09-14T19:04:00Z,2023-09-14T19:04:00Z,1,"Fantano talks about how critics “jUsT dIdNt UnDeRsTaNd KaNyEs GeNiUs aT tHe TiMe oF rElEaSe”  but neither has he, until recently."
@nothim2285,2023-09-10T19:39:48Z,2023-09-10T19:39:48Z,5,If it was called KIDS SEE MY BEAUTIFUL DARK TWISTED FANTASY he would&#39;ve given it a 10
@anti-socialprogramming2203,2023-09-06T06:28:28Z,2023-09-06T06:28:28Z,1,"This nigga lost all credibility as a music reviewer to me after this shit. I watch his videos from time to time, but just for the LOLZ"
@pioter33,2023-09-05T03:36:31Z,2023-09-05T03:36:30Z,1,Yeezy didn&#39;t teach him
@saionic,2023-09-03T23:29:28Z,2023-09-03T23:29:28Z,0,I think the melon hate masterpiece and like music sounding like a guy shitting.
@PacMan888,2023-09-02T11:45:18Z,2023-09-02T11:45:18Z,2,"It’s okay guys, it’s out of 5!"
@skipper6-9,2023-09-01T18:37:27Z,2023-09-01T18:37:27Z,1,how is it a 6/10 yet you have no least fav tracks 💀
