author,published_at,updated_at,like_count,text,sentiment
@andreiiancu2501,2022-01-26T18:26:57Z,2022-01-26T18:26:57Z,3,Lets hope his next album gets a 10,5
@punani_slayer4209,2022-01-25T18:48:14Z,2022-01-25T18:48:14Z,4,Listened to this whole album on shrooms and i was so into it i was fucking drooling lmao,1
@c312022000,2022-01-22T14:53:08Z,2022-01-22T14:53:08Z,0,"Is it possible whenever you are commenting on a song, show the name of it on the screen for our references?",3
@driziiD,2022-01-22T06:36:18Z,2022-01-22T06:36:18Z,14,this album is from 2500 bro its really that good,5
@flypelican1555,2022-01-20T21:05:51Z,2022-01-20T21:05:51Z,8,"i am saying it this is a 10/10 and will be considered a fucking classic. peggy has so much technical ability to craft the sounds in this album, its unreal. there is literally no one at his level production wise.",1
@flypelican1555,2022-01-20T20:55:34Z,2022-01-20T20:55:34Z,0,i am headbanging to bmt that shit grew on me,1
@galaxyglitch3518,2022-01-20T05:10:58Z,2022-01-20T05:10:58Z,0,I have literally memorized the lyrics to bald!,1
@worstoneyet8098,2022-01-10T12:03:48Z,2022-01-10T12:03:48Z,0,I bet he&#39;s working with Kanye really soon.,5
@fatehshoaib9423,2022-01-10T07:55:09Z,2022-01-10T07:55:15Z,0,10 days into 2022 and we already got a 9 ! This might be a great year for music !,1
@alvinh.4638,2022-01-08T23:25:16Z,2022-01-08T23:25:16Z,2,så sant anthony! bra åsikt!,5
@santiblessed3285,2022-01-08T22:04:28Z,2022-01-08T22:04:28Z,4,"there&#39;s a cool thing about the &quot;are you happy&quot; track. in the beggining you can hear a sample of &quot;transition&quot; from galaxy 2 galaxy, a detroit techno album from some ofthe members of underground resistance",4
@asilva5021,2022-01-08T10:34:25Z,2022-01-08T10:34:25Z,0,"Always get the offline version of Peggy&#39;s albums, it&#39;s a moral obligation",1
@lordcabber4846,2022-01-07T20:20:51Z,2022-01-07T20:20:51Z,0,the most overrated album of 2020. its the hard truth,1
@TOSRIP,2022-01-02T15:21:06Z,2022-01-02T15:21:06Z,2,"I’m still trying enjoy this album, it’s a bit weird, even as a huge death grips fan",4
@cowboyfolife,2022-01-01T20:45:01Z,2022-01-01T20:45:01Z,0,so is this his classic since he rated verteran an 8??,4
@jeffyoung-fy3rt,2021-12-31T02:30:23Z,2021-12-31T02:30:23Z,0,Great vid,5
@not-a-person,2021-12-28T02:25:42Z,2021-12-28T02:25:42Z,3,Great review but you misspelled 10/10,4
@VDL1,2021-12-26T15:52:57Z,2021-12-26T15:52:57Z,0,Tony saying “hit that up OR the link” as clear as possible feels strange,3
@treyebillups8602,2021-12-26T04:53:19Z,2021-12-26T04:53:19Z,1,"I thought END CREDITS! was great, the sample from a wrestling promo at the beginning was fire",2
@wiktiktik,2021-12-25T15:21:27Z,2021-12-25T15:21:27Z,86,I just realized that each Peggy album cover has a mouse pointer somewhere. Get this man a Grammy!,5
@rudranilbhattacharjee1398,2021-12-25T10:53:34Z,2021-12-25T10:53:34Z,2,How much does this man have to do to get a 10 from you?,1
@SmokeBreakGaming,2021-12-23T19:52:47Z,2021-12-23T19:52:47Z,0,ARN FUCKING ANDERSON,1
@petresde,2021-12-20T05:01:42Z,2021-12-20T05:01:42Z,0,"<a href=""https://www.youtube.com/watch?v=bbsD3mRmQn4&amp;t=222"">3:42</a> are you talking about aNTOJE for some reason? that beat reminds me a lot to his style",4
@jonnyappleseed85,2021-12-19T15:46:57Z,2021-12-19T15:46:57Z,0,LUV PEGGY✨💖✨,5
@Exualz,2021-12-19T01:45:42Z,2021-12-19T01:45:42Z,1,"Honestly AOTY, 10/10",5
@ps3andrhcp,2021-12-15T23:11:26Z,2021-12-15T23:11:26Z,1,"LP! Roadrunner, and Injury Reserver really stole my heart this year. Only album that got me good was Lord Hurons new Album.",1
@TagoMago2010,2021-12-13T14:28:12Z,2021-12-13T14:28:12Z,3,Amazing album,5
@frailty7280,2021-12-11T20:29:45Z,2021-12-11T20:29:45Z,1,"I personally prefer the streaming version. Hazard duty pay + god dont like ugly are fantastic but I think the structure of the online version is superior, DamDamDam is such a highlight I think it serves it better to be sort of a bridge to the second act of the album.",3
@peepodhumperdink4456,2021-12-08T00:24:18Z,2021-12-08T00:24:18Z,4,He&#39;s wildly creative and I just love to listen to his music and zone out to the beats. The guy is a genius,5
@adrian4824,2021-12-07T17:02:21Z,2021-12-07T17:02:21Z,2,AOTY AOTY AOTY,3
@matthewwaugh9563,2021-12-06T08:00:41Z,2021-12-06T08:00:41Z,1,Tyler has been giving evil and judgmental looks to Melon for a while now.,4
@noacier6666,2021-12-05T22:32:30Z,2021-12-05T22:32:30Z,1,&quot;It&#39;s so bald&quot;,1
@mikebellz5,2021-12-04T01:35:59Z,2021-12-04T01:35:59Z,8,"Ngl i only liked 1539 N. Calvert Ave. the first time i listened through Veteran but slowly as my music taste has expanded, all of Veteran has really amazed me. For this album to come out right around the time that i really started appreciating Veteran was perfect timing. Don&#39;t think it would&#39;ve hit as hard without appreciating Veteran/Peggy&#39;s sound, this album is fire",2
@dummyproduction,2021-12-02T20:00:52Z,2021-12-02T20:00:52Z,0,Youthinkyouknowthony Metano,5
@Blank-ou6yo,2021-12-01T08:33:28Z,2021-12-01T08:33:28Z,0,Jpegmafias discography is gonna be a blast to get through,3
@fleidyleegyrson7361,2021-12-01T07:34:36Z,2021-12-01T07:34:36Z,1,The singing scene from Tired Nervous and Broke is ‘your favorite sad Radiohead song’ godlike metaphor game,1
@whyisthomyorke,2021-11-29T04:38:38Z,2021-11-29T04:38:38Z,0,This is for sure my favorite JPEGMAFIA album so far!,5
@LanceWillMakeIt,2021-11-28T09:28:31Z,2021-11-28T09:28:31Z,2,it&#39;s so good,5
@bambernator,2021-11-27T09:46:22Z,2021-11-27T09:46:22Z,1,You pull up to a red light,3
@mfbruh5269,2021-11-25T22:12:20Z,2021-11-25T22:12:20Z,3,This is my personal favourite singer songwriter album,5
@simbino9286,2021-11-25T17:54:02Z,2021-11-25T17:54:02Z,0,"Never listened to jpegmafias own work before, heard him first time on Denzels taboo album and he was great. Got too say that this album was very very good.",5
@Kcoolin,2021-11-24T17:45:42Z,2021-11-24T17:45:42Z,1,OG and DIRTY are insane,1
@thatguy6793,2021-11-23T08:33:14Z,2021-11-23T08:33:14Z,1,NAH BUT THE ARMAND HAMMER DISS IN GHOST OF RANKING HE KILLED BILLY WOODS WHOLE CAREER,1
@matthewjeannotte3287,2021-11-22T22:09:29Z,2021-11-22T22:09:29Z,0,loved the album! only sore spot is end credits.,4
@zazaman4237,2021-11-22T19:24:52Z,2021-11-22T19:24:52Z,0,perfect rating on this one,5
@Cloudiv.,2021-11-22T17:24:50Z,2021-11-22T17:24:50Z,0,Peggy destroyed the production as he always does🔥,1
@perrybrashear,2021-11-20T03:49:32Z,2021-11-20T03:49:32Z,0,Hello Nasty is really underrated.,5
@nvr5073,2021-11-19T22:06:15Z,2021-11-19T22:06:15Z,1,End credits is a banger wtf,1
@turboshazed7370,2021-11-19T15:18:04Z,2021-11-19T15:18:04Z,0,I fucking LOVE this album,5
@evanevans5428,2021-11-17T00:58:27Z,2021-11-17T00:58:27Z,0,that&#39;s what I&#39;m sayin. I love this alby out loud,5
@ing4gi,2021-11-16T15:25:14Z,2021-11-16T15:25:14Z,0,END CREDITS! should indeed be longer,3
@freddyreyes5265,2021-11-12T21:06:28Z,2021-11-12T21:06:28Z,0,W,5
