author,published_at,updated_at,like_count,text,sentiment
@SleeplessCityKid,2019-12-10T20:25:55Z,2019-12-10T20:25:55Z,137,&quot;I feel like I&#39;m listening to an OddFuture for people who went to college&quot; - Fantano<br><br>I still quote this to this day.,5
@samuelchin3534,2019-12-02T21:06:00Z,2019-12-02T21:06:00Z,3,Face as Least Favorite? Come on you silly melon,1
@BradynSkippen,2019-11-25T14:06:45Z,2019-11-25T14:06:45Z,0,I literally can not understand a word in brockhamptons songs,1
@giulianogisotti4107,2019-11-19T12:59:24Z,2019-11-19T12:59:24Z,1,Ameer&#39;s verse on HEAT did not age well,2
@Sebraca,2019-11-12T23:58:02Z,2019-11-12T23:58:02Z,3,Life was better during these days,3
@sailorsuitmachinegun,2019-10-26T16:44:07Z,2019-10-26T16:44:07Z,1,1 million biiiiiiiiiiiitch!!!,1
@namelastname3983,2019-10-14T12:36:09Z,2019-10-14T12:36:09Z,1,Putting FACE on least favorite tracks list is a hate crime,1
@tylr2910,2019-09-24T03:03:00Z,2019-09-24T03:03:00Z,0,bruh face was my fav,3
@forthmember,2019-09-17T04:17:01Z,2019-09-17T04:17:01Z,1,It’s so nice coming back to this review and seeing how amazing the boys are even 2 years ago,5
@henrylong479,2019-09-12T00:05:51Z,2019-09-12T00:05:51Z,0,This is what started it all,5
@AB-tt6dv,2019-09-11T02:11:48Z,2019-09-11T02:11:48Z,0,This is where it all started,5
@whyisntitpossible404,2019-09-03T11:59:47Z,2019-09-03T11:59:47Z,0,"<a href=""https://www.youtube.com/watch?v=iBHjkRZQbv8&amp;t=246"">04:06</a> - Melon predicted SWEET 🔥",3
@1dweeb,2019-09-02T15:03:28Z,2019-09-02T15:03:28Z,1,i dont get why this isnt a 10/10,5
@souljairfan,2019-09-02T04:23:02Z,2019-09-02T04:23:02Z,0,Gels*,4
@ayylien6148,2019-09-01T16:38:46Z,2019-09-01T16:38:46Z,2,Me llamo Antonio. Y esto es un melón.,1
@Pelefroog,2019-08-31T00:45:24Z,2019-08-31T00:45:24Z,1,anyone notice he changed the description for this video recently,1
@poopsidoodlesjankins894,2019-08-28T16:48:17Z,2019-08-28T16:48:17Z,3,But.....but how is face your least favorite? I&#39;ve listened to every album Including ginger and face is still my favorite song they ever made,3
@commentstealer5829,2019-08-27T19:42:58Z,2019-08-27T19:42:58Z,1,How was this not a 10?,1
@swimgood3873,2019-08-25T17:15:32Z,2019-08-25T17:15:32Z,0,Review GINGER...........NOW<br><br>PS. Plz,3
@wyattmiller6194,2019-08-24T03:01:38Z,2019-08-24T03:01:38Z,11,I’m still mad he said FACE was his least favorite.,1
@sethisley2041,2019-08-22T17:18:54Z,2019-08-22T17:18:54Z,1,I can’t believe you gave this a 9 but not Sat 3,3
@groovyrothko1615,2019-08-21T22:22:21Z,2019-08-21T22:22:21Z,2,anyone else notice the twitching going on on the pink floyd vinyl to the right of melon?,1
@tommycaprise548,2019-08-20T03:56:32Z,2019-08-20T03:56:32Z,0,u always hate all the songs i like,5
@diskeyes,2019-08-09T01:07:26Z,2019-08-09T01:07:26Z,33,These were truly the good ole days,5
